"dataset_generation_date","ceg_core_id","ceg_code","generation_type","fuel_source","plant_name","plant_state","system_description","unit_number","authorized_power_kw","test_released_power_kw","commercial_released_power_kw","energy_market","test_operation_start_granted_date","test_operation_release_date","test_dispatch_number","commercial_operation_start_granted_date","commercial_operation_release_date","commercial_dispatch_number","commercial_operation_release_year","is_northeast"
"2026-03-20","51592","EOL.CV.BA.051592-2.1","EOL","E�lica","Ventos de Santo Ant�nio 05","BA","Sistema Interligado Nacional","5","4500","4500","4500","ACR","2024-12-15","2025-05-17","14742025","2025-01-01","2025-10-07","29812025","2025","True"
"2026-03-20","51592","EOL.CV.BA.051592-2.1","EOL","E�lica","Ventos de Santo Ant�nio 05","BA","Sistema Interligado Nacional","6","4500","4500","4500","ACR","2024-12-15","2025-05-14","14432025","2025-01-01","2025-10-01","29512025","2025","True"
"2026-03-20","51592","EOL.CV.BA.051592-2.1","EOL","E�lica","Ventos de Santo Ant�nio 05","BA","Sistema Interligado Nacional","7","4500","4500","4500","ACR","2024-12-15","2025-05-13","14172025","2025-01-01","2025-10-07","29882025","2025","True"
"2026-03-20","51592","EOL.CV.BA.051592-2.1","EOL","E�lica","Ventos de Santo Ant�nio 05","BA","Sistema Interligado Nacional","8","4500","4500","4500","ACR","2024-12-15","2025-05-08","13812025","2025-01-01","2025-09-27","29152025","2025","True"
"2026-03-20","51592","EOL.CV.BA.051592-2.1","EOL","E�lica","Ventos de Santo Ant�nio 05","BA","Sistema Interligado Nacional","9","4500","4500","4500","ACR","2024-12-15","2025-06-07","17042025","2025-01-01","2025-07-08","20542025","2025","True"
"2026-03-20","51593","EOL.CV.BA.051593-0.1","EOL","E�lica","Ventos de Santo Ant�nio 06","BA","Sistema Interligado Nacional","1","4500","4500","4500","ACR","2024-12-12","2025-04-04","9762025","2025-01-01","2025-05-16","13822025","2025","True"
"2026-03-20","51593","EOL.CV.BA.051593-0.1","EOL","E�lica","Ventos de Santo Ant�nio 06","BA","Sistema Interligado Nacional","10","4500","4500","4500","ACR","2024-12-12","2025-01-30","2312025","2025-01-01","2025-03-28","8512025","2025","True"
"2026-03-20","51593","EOL.CV.BA.051593-0.1","EOL","E�lica","Ventos de Santo Ant�nio 06","BA","Sistema Interligado Nacional","11","4500","4500","4500","ACR","2024-12-12","2025-01-22","1372025","2025-01-01","2025-03-28","8512025","2025","True"
"2026-03-20","51593","EOL.CV.BA.051593-0.1","EOL","E�lica","Ventos de Santo Ant�nio 06","BA","Sistema Interligado Nacional","12","4500","4500","4500","ACR","2024-12-12","2025-01-22","1372025","2025-01-01","2025-03-28","8512025","2025","True"
"2026-03-20","51593","EOL.CV.BA.051593-0.1","EOL","E�lica","Ventos de Santo Ant�nio 06","BA","Sistema Interligado Nacional","13","4500","4500","4500","ACR","2024-12-12","2025-01-22","1372025","2025-01-01","2025-03-28","8512025","2025","True"
"2026-03-20","51593","EOL.CV.BA.051593-0.1","EOL","E�lica","Ventos de Santo Ant�nio 06","BA","Sistema Interligado Nacional","14","4500","4500","4500","ACR","2024-12-12","2025-01-22","1372025","2025-01-01","2025-03-28","8512025","2025","True"
"2026-03-20","51593","EOL.CV.BA.051593-0.1","EOL","E�lica","Ventos de Santo Ant�nio 06","BA","Sistema Interligado Nacional","15","4500","4500","4500","ACR","2024-12-12","2025-01-22","1372025","2025-01-01","2025-04-01","9032025","2025","True"
"2026-03-20","51593","EOL.CV.BA.051593-0.1","EOL","E�lica","Ventos de Santo Ant�nio 06","BA","Sistema Interligado Nacional","2","4500","4500","4500","ACR","2024-12-12","2025-04-03","9272025","2025-01-01","2025-05-16","13822025","2025","True"
"2026-03-20","51593","EOL.CV.BA.051593-0.1","EOL","E�lica","Ventos de Santo Ant�nio 06","BA","Sistema Interligado Nacional","3","4500","4500","4500","ACR","2024-12-12","2025-04-01","9012025","2025-01-01","2025-05-16","13822025","2025","True"
"2026-03-20","51593","EOL.CV.BA.051593-0.1","EOL","E�lica","Ventos de Santo Ant�nio 06","BA","Sistema Interligado Nacional","4","4500","4500","4500","ACR","2024-12-12","2025-03-28","8802025","2025-01-01","2025-05-16","13822025","2025","True"
"2026-03-20","51593","EOL.CV.BA.051593-0.1","EOL","E�lica","Ventos de Santo Ant�nio 06","BA","Sistema Interligado Nacional","5","4500","4500","4500","ACR","2024-12-12","2025-03-26","8312025","2025-01-01","2025-04-17","11492025","2025","True"
"2026-03-20","51593","EOL.CV.BA.051593-0.1","EOL","E�lica","Ventos de Santo Ant�nio 06","BA","Sistema Interligado Nacional","6","4500","4500","4500","ACR","2024-12-12","2025-03-25","8042025","2025-01-01","2025-04-15","11072025","2025","True"
"2026-03-20","51593","EOL.CV.BA.051593-0.1","EOL","E�lica","Ventos de Santo Ant�nio 06","BA","Sistema Interligado Nacional","7","4500","4500","4500","ACR","2024-12-12","2025-03-26","8312025","2025-01-01","2025-04-15","11072025","2025","True"
"2026-03-20","51593","EOL.CV.BA.051593-0.1","EOL","E�lica","Ventos de Santo Ant�nio 06","BA","Sistema Interligado Nacional","8","4500","4500","4500","ACR","2024-12-12","2025-03-07","5732025","2025-01-01","2025-04-01","9032025","2025","True"
"2026-03-20","51593","EOL.CV.BA.051593-0.1","EOL","E�lica","Ventos de Santo Ant�nio 06","BA","Sistema Interligado Nacional","9","4500","4500","4500","ACR","2024-12-12","2025-02-21","4512025","2025-01-01","2025-03-28","8512025","2025","True"
"2026-03-20","51594","EOL.CV.BA.051594-9.1","EOL","E�lica","Ventos de Santo Ant�nio 07","BA","Sistema Interligado Nacional","1","4500","4500","4500","ACR","2024-12-17","2025-01-11","342024","2025-01-01","2025-04-01","9022025","2025","True"
"2026-03-20","51594","EOL.CV.BA.051594-9.1","EOL","E�lica","Ventos de Santo Ant�nio 07","BA","Sistema Interligado Nacional","10","4500","4500","4500","ACR","2024-12-17","2024-12-13","37982024","2025-01-01","2025-02-20","4412025","2025","True"
"2026-03-20","51594","EOL.CV.BA.051594-9.1","EOL","E�lica","Ventos de Santo Ant�nio 07","BA","Sistema Interligado Nacional","11","4500","4500","4500","ACR","2024-12-17","2024-12-13","37982024","2025-01-01","2025-02-20","4412025","2025","True"
"2026-03-20","51594","EOL.CV.BA.051594-9.1","EOL","E�lica","Ventos de Santo Ant�nio 07","BA","Sistema Interligado Nacional","12","4500","4500","4500","ACR","2024-12-17","2024-12-13","37982024","2025-01-01","2025-02-12","3842025","2025","True"
"2026-03-20","51594","EOL.CV.BA.051594-9.1","EOL","E�lica","Ventos de Santo Ant�nio 07","BA","Sistema Interligado Nacional","13","4500","4500","4500","ACR","2024-12-17","2024-12-13","37982024","2025-01-01","2025-01-21","1312025","2025","True"
"2026-03-20","51594","EOL.CV.BA.051594-9.1","EOL","E�lica","Ventos de Santo Ant�nio 07","BA","Sistema Interligado Nacional","14","4500","4500","4500","ACR","2024-12-17","2024-12-13","37982024","2025-01-01","2025-01-21","1312025","2025","True"
"2026-03-20","51594","EOL.CV.BA.051594-9.1","EOL","E�lica","Ventos de Santo Ant�nio 07","BA","Sistema Interligado Nacional","15","4500","4500","4500","ACR","2024-12-17","2024-12-13","37982024","2025-01-01","2025-01-21","1312025","2025","True"
"2026-03-20","51594","EOL.CV.BA.051594-9.1","EOL","E�lica","Ventos de Santo Ant�nio 07","BA","Sistema Interligado Nacional","16","4500","4500","4500","ACR","2024-12-17","2024-12-13","37982024","2025-01-01","2025-01-01","39432024","2025","True"
"2026-03-20","51594","EOL.CV.BA.051594-9.1","EOL","E�lica","Ventos de Santo Ant�nio 07","BA","Sistema Interligado Nacional","2","4500","4500","4500","ACR","2024-12-17","2024-12-25","38722024","2025-01-01","2025-04-01","9022025","2025","True"
"2026-03-20","51594","EOL.CV.BA.051594-9.1","EOL","E�lica","Ventos de Santo Ant�nio 07","BA","Sistema Interligado Nacional","3","4500","4500","4500","ACR","2024-12-17","2024-12-18","38242024","2025-01-01","2025-03-28","8502025","2025","True"
"2026-03-20","51594","EOL.CV.BA.051594-9.1","EOL","E�lica","Ventos de Santo Ant�nio 07","BA","Sistema Interligado Nacional","4","4500","4500","4500","ACR","2024-12-17","2024-12-13","37982024","2025-01-01","2025-03-28","8502025","2025","True"
"2026-03-20","51594","EOL.CV.BA.051594-9.1","EOL","E�lica","Ventos de Santo Ant�nio 07","BA","Sistema Interligado Nacional","5","4500","4500","4500","ACR","2024-12-17","2024-12-13","37982024","2025-01-01","2025-03-28","8502025","2025","True"
"2026-03-20","51594","EOL.CV.BA.051594-9.1","EOL","E�lica","Ventos de Santo Ant�nio 07","BA","Sistema Interligado Nacional","6","4500","4500","4500","ACR","2024-12-17","2024-12-13","37982024","2025-01-01","2025-03-28","8502025","2025","True"
"2026-03-20","51594","EOL.CV.BA.051594-9.1","EOL","E�lica","Ventos de Santo Ant�nio 07","BA","Sistema Interligado Nacional","7","4500","4500","4500","ACR","2024-12-17","2024-12-13","37982024","2025-01-01","2025-04-01","9022025","2025","True"
"2026-03-20","51594","EOL.CV.BA.051594-9.1","EOL","E�lica","Ventos de Santo Ant�nio 07","BA","Sistema Interligado Nacional","8","4500","4500","4500","ACR","2024-12-17","2024-12-13","37982024","2025-01-01","2025-03-28","8502025","2025","True"
"2026-03-20","51594","EOL.CV.BA.051594-9.1","EOL","E�lica","Ventos de Santo Ant�nio 07","BA","Sistema Interligado Nacional","9","4500","4500","4500","ACR","2024-12-17","2024-12-13","37982024","2025-01-01","2025-02-20","4412025","2025","True"
"2026-03-20","51595","EOL.CV.BA.051595-7.1","EOL","E�lica","Ventos de Santo Ant�nio 08","BA","Sistema Interligado Nacional","1","4500","4500","4500","ACR","2024-12-17","2025-01-30","2322025","2025-01-01","2025-03-28","8492025","2025","True"
"2026-03-20","51595","EOL.CV.BA.051595-7.1","EOL","E�lica","Ventos de Santo Ant�nio 08","BA","Sistema Interligado Nacional","10","4500","4500","4500","ACR","2024-12-17","2025-03-26","8292025","2025-01-01","2025-04-15","11062025","2025","True"
"2026-03-20","51595","EOL.CV.BA.051595-7.1","EOL","E�lica","Ventos de Santo Ant�nio 08","BA","Sistema Interligado Nacional","11","4500","4500","4500","ACR","2024-12-17","2025-03-28","8792025","2025-01-01","2025-05-16","14662025","2025","True"
"2026-03-20","51595","EOL.CV.BA.051595-7.1","EOL","E�lica","Ventos de Santo Ant�nio 08","BA","Sistema Interligado Nacional","12","4500","4500","4500","ACR","2024-12-17","2025-04-02","9282025","2025-01-01","2025-05-16","14662025","2025","True"
"2026-03-20","51595","EOL.CV.BA.051595-7.1","EOL","E�lica","Ventos de Santo Ant�nio 08","BA","Sistema Interligado Nacional","13","4500","4500","4500","ACR","2024-12-17","2025-04-04","9752025","2025-01-01","2025-05-16","14662025","2025","True"
"2026-03-20","51595","EOL.CV.BA.051595-7.1","EOL","E�lica","Ventos de Santo Ant�nio 08","BA","Sistema Interligado Nacional","14","4500","4500","4500","ACR","2024-12-17","2025-04-05","9972025","2025-01-01","2025-05-16","14662025","2025","True"
"2026-03-20","51595","EOL.CV.BA.051595-7.1","EOL","E�lica","Ventos de Santo Ant�nio 08","BA","Sistema Interligado Nacional","2","4500","4500","4500","ACR","2024-12-17","2025-02-05","2982025","2025-01-01","2025-03-28","8492025","2025","True"
"2026-03-20","51595","EOL.CV.BA.051595-7.1","EOL","E�lica","Ventos de Santo Ant�nio 08","BA","Sistema Interligado Nacional","3","4500","4500","4500","ACR","2024-12-17","2025-02-13","3852025","2025-01-01","2025-04-01","9052025","2025","True"
"2026-03-20","51595","EOL.CV.BA.051595-7.1","EOL","E�lica","Ventos de Santo Ant�nio 08","BA","Sistema Interligado Nacional","4","4500","4500","4500","ACR","2024-12-17","2025-02-18","4302025","2025-01-01","2025-04-01","9052025","2025","True"
"2026-03-20","51595","EOL.CV.BA.051595-7.1","EOL","E�lica","Ventos de Santo Ant�nio 08","BA","Sistema Interligado Nacional","5","4500","4500","4500","ACR","2024-12-17","2025-02-21","4522025","2025-01-01","2025-04-01","9052025","2025","True"
"2026-03-20","51595","EOL.CV.BA.051595-7.1","EOL","E�lica","Ventos de Santo Ant�nio 08","BA","Sistema Interligado Nacional","6","4500","4500","4500","ACR","2024-12-17","2025-02-12","3822025","2025-01-01","2025-04-01","9052025","2025","True"
"2026-03-20","51595","EOL.CV.BA.051595-7.1","EOL","E�lica","Ventos de Santo Ant�nio 08","BA","Sistema Interligado Nacional","7","4500","4500","4500","ACR","2024-12-17","2025-02-12","3822025","2025-01-01","2025-03-28","8492025","2025","True"
"2026-03-20","51595","EOL.CV.BA.051595-7.1","EOL","E�lica","Ventos de Santo Ant�nio 08","BA","Sistema Interligado Nacional","8","4500","4500","4500","ACR","2024-12-17","2025-03-25","8032025","2025-01-01","2025-04-15","11062025","2025","True"
"2026-03-20","51595","EOL.CV.BA.051595-7.1","EOL","E�lica","Ventos de Santo Ant�nio 08","BA","Sistema Interligado Nacional","9","4500","4500","4500","ACR","2024-12-17","2025-03-25","8032025","2025-01-01","2025-04-15","11062025","2025","True"
"2026-03-20","47208","EOL.CV.BA.047208-5.1","EOL","E�lica","Ventos de Santo Antonio 04","BA","Sistema Interligado Nacional","1","4500","4500","4500","ACR","2024-12-15","2025-05-28","15552025","2025-01-01","2025-06-25","19332025","2025","True"
"2026-03-20","47208","EOL.CV.BA.047208-5.1","EOL","E�lica","Ventos de Santo Antonio 04","BA","Sistema Interligado Nacional","10","4500","4500","4500","ACR","2024-12-15","2025-06-24","19072025","2025-01-01","2025-10-01","29492025","2025","True"
"2026-03-20","47208","EOL.CV.BA.047208-5.1","EOL","E�lica","Ventos de Santo Antonio 04","BA","Sistema Interligado Nacional","11","4500","4500","4500","ACR","2024-12-15","2025-06-24","19072025","2025-01-01","2025-10-07","29902025","2025","True"
"2026-03-20","47208","EOL.CV.BA.047208-5.1","EOL","E�lica","Ventos de Santo Antonio 04","BA","Sistema Interligado Nacional","12","4500","4500","4500","ACR","2024-12-15","2025-04-10","10422025","2025-01-01","2025-06-05","16852025","2025","True"
"2026-03-20","47208","EOL.CV.BA.047208-5.1","EOL","E�lica","Ventos de Santo Antonio 04","BA","Sistema Interligado Nacional","13","4500","4500","4500","ACR","2024-12-15","2025-04-15","11082025","2025-01-01","2025-06-05","16852025","2025","True"
"2026-03-20","47208","EOL.CV.BA.047208-5.1","EOL","E�lica","Ventos de Santo Antonio 04","BA","Sistema Interligado Nacional","14","4500","4500","4500","ACR","2024-12-15","2025-04-18","11932025","2025-01-01","2025-06-05","16852025","2025","True"
"2026-03-20","47208","EOL.CV.BA.047208-5.1","EOL","E�lica","Ventos de Santo Antonio 04","BA","Sistema Interligado Nacional","15","4500","4500","4500","ACR","2024-12-15","2025-04-24","12402025","2025-01-01","2025-06-05","16852025","2025","True"
"2026-03-20","47208","EOL.CV.BA.047208-5.1","EOL","E�lica","Ventos de Santo Antonio 04","BA","Sistema Interligado Nacional","2","4500","4500","4500","ACR","2024-12-15","2025-05-28","15552025","2025-01-01","2025-06-25","19332025","2025","True"
"2026-03-20","47208","EOL.CV.BA.047208-5.1","EOL","E�lica","Ventos de Santo Antonio 04","BA","Sistema Interligado Nacional","3","4500","4500","4500","ACR","2024-12-15","2025-06-03","16482025","2025-01-01","2025-06-24","19082025","2025","True"
"2026-03-20","47208","EOL.CV.BA.047208-5.1","EOL","E�lica","Ventos de Santo Antonio 04","BA","Sistema Interligado Nacional","4","4500","4500","4500","ACR","2024-12-15","2025-06-04","16722025","2025-01-01","2025-09-27","29162025","2025","True"
"2026-03-20","47208","EOL.CV.BA.047208-5.1","EOL","E�lica","Ventos de Santo Antonio 04","BA","Sistema Interligado Nacional","5","4500","4500","4500","ACR","2024-12-15","2025-06-07","17052025","2025-01-01","2025-09-27","29162025","2025","True"
"2026-03-20","47208","EOL.CV.BA.047208-5.1","EOL","E�lica","Ventos de Santo Antonio 04","BA","Sistema Interligado Nacional","6","4500","4500","4500","ACR","2024-12-15","2025-06-12","17562025","2025-01-01","2025-09-27","29162025","2025","True"
"2026-03-20","47208","EOL.CV.BA.047208-5.1","EOL","E�lica","Ventos de Santo Antonio 04","BA","Sistema Interligado Nacional","7","4500","4500","4500","ACR","2024-12-15","2025-06-12","17722025","2025-01-01","2025-09-27","29162025","2025","True"
"2026-03-20","47208","EOL.CV.BA.047208-5.1","EOL","E�lica","Ventos de Santo Antonio 04","BA","Sistema Interligado Nacional","8","4500","4500","4500","ACR","2024-12-15","2025-06-14","17842025","2025-01-01","2025-09-27","29162025","2025","True"
"2026-03-20","47208","EOL.CV.BA.047208-5.1","EOL","E�lica","Ventos de Santo Antonio 04","BA","Sistema Interligado Nacional","9","4500","4500","4500","ACR","2024-12-15","2025-06-17","18222025","2025-01-01","2025-09-27","29162025","2025","True"
"2026-03-20","33508","EOL.CV.BA.033508-8.1","EOL","E�lica","Ventos de S�o Janu�rio 01","BA","Sistema Interligado Nacional","1","4200","4200","4200","ACR","2021-11-17","2020-09-25","26942020","2022-01-01","2020-10-16","29672020","2020","True"
"2026-03-20","33508","EOL.CV.BA.033508-8.1","EOL","E�lica","Ventos de S�o Janu�rio 01","BA","Sistema Interligado Nacional","2","4200","4200","4200","ACR","2021-11-17","2020-09-24","26942020","2022-01-01","2020-10-16","29672020","2020","True"
"2026-03-20","33508","EOL.CV.BA.033508-8.1","EOL","E�lica","Ventos de S�o Janu�rio 01","BA","Sistema Interligado Nacional","3","4200","4200","4200","ACR","2021-11-17","2020-09-23","26942020","2022-01-01","2020-10-16","29672020","2020","True"
"2026-03-20","33508","EOL.CV.BA.033508-8.1","EOL","E�lica","Ventos de S�o Janu�rio 01","BA","Sistema Interligado Nacional","4","4200","4200","4200","ACR","2021-11-17","2020-09-21","26942020","2022-01-01","2020-10-30","30932020","2020","True"
"2026-03-20","33508","EOL.CV.BA.033508-8.1","EOL","E�lica","Ventos de S�o Janu�rio 01","BA","Sistema Interligado Nacional","5","4200","4200","4200","ACR","2021-12-02","2020-09-01","25342020","2021-12-17","2020-10-02","28222020","2020","True"
"2026-03-20","33508","EOL.CV.BA.033508-8.1","EOL","E�lica","Ventos de S�o Janu�rio 01","BA","Sistema Interligado Nacional","6","4200","4200","4200","ACR","2021-12-02","2020-09-01","25342020","2021-12-17","2020-10-02","28222020","2020","True"
"2026-03-20","33508","EOL.CV.BA.033508-8.1","EOL","E�lica","Ventos de S�o Janu�rio 01","BA","Sistema Interligado Nacional","7","4200","4200","4200","ACR","2021-12-02","2020-09-01","25342020","2021-12-17","2020-10-02","28222020","2020","True"
"2026-03-20","33508","EOL.CV.BA.033508-8.1","EOL","E�lica","Ventos de S�o Janu�rio 01","BA","Sistema Interligado Nacional","8","4200","4200","4200","ACR","2021-12-02","2020-09-01","25342020","2021-12-17","2020-10-02","28222020","2020","True"
"2026-03-20","33521","EOL.CV.BA.033521-5.1","EOL","E�lica","Ventos de S�o Janu�rio 03","BA","Sistema Interligado Nacional","1","4200","4200","4200","ACR","2023-11-17","2020-10-07","28782020","2024-01-01","2020-11-20","32722020","2020","True"
"2026-03-20","33521","EOL.CV.BA.033521-5.1","EOL","E�lica","Ventos de S�o Janu�rio 03","BA","Sistema Interligado Nacional","2","4200","4200","4200","ACR","2023-11-17","2020-10-07","28782020","2024-01-01","2020-11-12","31912020","2020","True"
"2026-03-20","33521","EOL.CV.BA.033521-5.1","EOL","E�lica","Ventos de S�o Janu�rio 03","BA","Sistema Interligado Nacional","3","4200","4200","4200","ACR","2023-12-02","2020-10-07","28782020","2024-01-01","2020-11-12","31912020","2020","True"
"2026-03-20","33521","EOL.CV.BA.033521-5.1","EOL","E�lica","Ventos de S�o Janu�rio 03","BA","Sistema Interligado Nacional","4","4200","4200","4200","ACR","2023-12-02","2020-10-07","28782020","2024-01-01","2020-11-06","31532020","2020","True"
"2026-03-20","33521","EOL.CV.BA.033521-5.1","EOL","E�lica","Ventos de S�o Janu�rio 03","BA","Sistema Interligado Nacional","5","4200","4200","4200","ACR","2023-12-17","2020-10-07","28782020","2024-01-01","2020-11-06","31532020","2020","True"
"2026-03-20","33521","EOL.CV.BA.033521-5.1","EOL","E�lica","Ventos de S�o Janu�rio 03","BA","Sistema Interligado Nacional","6","4200","4200","4200","ACR","2023-12-17","2020-10-07","28782020","2024-01-01","2020-11-06","31532020","2020","True"
"2026-03-20","33521","EOL.CV.BA.033521-5.1","EOL","E�lica","Ventos de S�o Janu�rio 03","BA","Sistema Interligado Nacional","7","4200","4200","4200","ACR","2023-12-17","2020-10-07","28782020","2024-01-01","2020-11-06","31532020","2020","True"
"2026-03-20","33521","EOL.CV.BA.033521-5.1","EOL","E�lica","Ventos de S�o Janu�rio 03","BA","Sistema Interligado Nacional","8","4200","4200","4200","ACR","2023-12-17","2020-10-07","28782020","2024-01-01","2020-11-12","31912020","2020","True"
"2026-03-20","32641","EOL.CV.BA.032641-0.1","EOL","E�lica","Ventos de S�o Janu�rio 04","BA","Sistema Interligado Nacional","1","4200","4200","4200","ACR","2021-11-17","2020-08-21","24322020","2022-01-01","2020-09-15","26522020","2020","True"
"2026-03-20","32641","EOL.CV.BA.032641-0.1","EOL","E�lica","Ventos de S�o Janu�rio 04","BA","Sistema Interligado Nacional","2","4200","4200","4200","ACR","2021-11-17","2020-08-21","24322020","2022-01-01","2020-09-15","26522020","2020","True"
"2026-03-20","32641","EOL.CV.BA.032641-0.1","EOL","E�lica","Ventos de S�o Janu�rio 04","BA","Sistema Interligado Nacional","3","4200","4200","4200","ACR","2021-11-17","2020-08-21","24322020","2022-01-01","2020-09-15","26522020","2020","True"
"2026-03-20","32641","EOL.CV.BA.032641-0.1","EOL","E�lica","Ventos de S�o Janu�rio 04","BA","Sistema Interligado Nacional","4","4200","4200","4200","ACR","2021-11-17","2020-08-21","24322020","2022-01-01","2020-09-15","26522020","2020","True"
"2026-03-20","32641","EOL.CV.BA.032641-0.1","EOL","E�lica","Ventos de S�o Janu�rio 04","BA","Sistema Interligado Nacional","5","4200","4200","4200","ACR","2021-11-17","2020-08-24","24322020","2022-01-01","2020-09-15","26522020","2020","True"
"2026-03-20","32641","EOL.CV.BA.032641-0.1","EOL","E�lica","Ventos de S�o Janu�rio 04","BA","Sistema Interligado Nacional","6","4200","4200","4200","ACR","2021-11-17","2020-08-25","24322020","2022-01-01","2020-09-15","26522020","2020","True"
"2026-03-20","32641","EOL.CV.BA.032641-0.1","EOL","E�lica","Ventos de S�o Janu�rio 04","BA","Sistema Interligado Nacional","7","4200","4200","4200","ACR","2021-11-17","2020-08-26","24322020","2022-01-01","2020-09-15","26522020","2020","True"
"2026-03-20","32644","EOL.CV.BA.032644-5.1","EOL","E�lica","Ventos de S�o Janu�rio 05","BA","Sistema Interligado Nacional","1","4200","4200","4200","ACR","2023-12-17","2020-11-14","32342020","2024-01-01","2020-12-23","36362020","2020","True"
"2026-03-20","32644","EOL.CV.BA.032644-5.1","EOL","E�lica","Ventos de S�o Janu�rio 05","BA","Sistema Interligado Nacional","10","4200","4200","4200","ACR","2023-12-17","2020-10-20","29902020","2024-01-01","2020-12-03","33902020","2020","True"
"2026-03-20","32644","EOL.CV.BA.032644-5.1","EOL","E�lica","Ventos de S�o Janu�rio 05","BA","Sistema Interligado Nacional","2","4200","4200","4200","ACR","2023-12-17","2020-11-24","32982020","2024-01-01","2021-03-16","7132021","2021","True"
"2026-03-20","32644","EOL.CV.BA.032644-5.1","EOL","E�lica","Ventos de S�o Janu�rio 05","BA","Sistema Interligado Nacional","3","4200","4200","4200","ACR","2023-12-17","2020-11-04","31212020","2024-01-01","2020-12-03","33902020","2020","True"
"2026-03-20","32644","EOL.CV.BA.032644-5.1","EOL","E�lica","Ventos de S�o Janu�rio 05","BA","Sistema Interligado Nacional","4","4200","4200","4200","ACR","2023-12-17","2020-11-04","31212020","2024-01-01","2020-12-03","33902020","2020","True"
"2026-03-20","32644","EOL.CV.BA.032644-5.1","EOL","E�lica","Ventos de S�o Janu�rio 05","BA","Sistema Interligado Nacional","5","4200","4200","4200","ACR","2023-12-17","2020-11-14","32342020","2024-01-01","2021-03-25","8132021","2021","True"
"2026-03-20","32644","EOL.CV.BA.032644-5.1","EOL","E�lica","Ventos de S�o Janu�rio 05","BA","Sistema Interligado Nacional","6","4200","4200","4200","ACR","2023-12-17","2020-10-23","30212020","2024-01-01","2020-12-03","33902020","2020","True"
"2026-03-20","32644","EOL.CV.BA.032644-5.1","EOL","E�lica","Ventos de S�o Janu�rio 05","BA","Sistema Interligado Nacional","7","4200","4200","4200","ACR","2023-12-17","2020-10-20","29902020","2024-01-01","2020-12-03","33902020","2020","True"
"2026-03-20","32644","EOL.CV.BA.032644-5.1","EOL","E�lica","Ventos de S�o Janu�rio 05","BA","Sistema Interligado Nacional","8","4200","4200","4200","ACR","2023-12-17","2020-10-20","29902020","2024-01-01","2020-12-03","33902020","2020","True"
"2026-03-20","32644","EOL.CV.BA.032644-5.1","EOL","E�lica","Ventos de S�o Janu�rio 05","BA","Sistema Interligado Nacional","9","4200","4200","4200","ACR","2023-12-17","2020-10-20","29902020","2024-01-01","2020-12-03","33902020","2020","True"
"2026-03-20","33523","EOL.CV.BA.033523-1.1","EOL","E�lica","Ventos de S�o Janu�rio 06","BA","Sistema Interligado Nacional","1","4200","4200","4200","ACR","2023-11-17","2020-11-10","31722020","2024-01-01","2020-11-28","33572020","2020","True"
"2026-03-20","33523","EOL.CV.BA.033523-1.1","EOL","E�lica","Ventos de S�o Janu�rio 06","BA","Sistema Interligado Nacional","2","4200","4200","4200","ACR","2023-11-17","2020-11-10","31722020","2024-01-01","2020-11-28","33572020","2020","True"
"2026-03-20","33523","EOL.CV.BA.033523-1.1","EOL","E�lica","Ventos de S�o Janu�rio 06","BA","Sistema Interligado Nacional","3","4200","4200","4200","ACR","2023-12-02","2020-11-10","31722020","2024-01-01","2020-11-28","33572020","2020","True"
"2026-03-20","33523","EOL.CV.BA.033523-1.1","EOL","E�lica","Ventos de S�o Janu�rio 06","BA","Sistema Interligado Nacional","4","4200","4200","4200","ACR","2023-12-02","2020-11-10","31722020","2024-01-01","2021-05-06","12712021","2021","True"
"2026-03-20","33523","EOL.CV.BA.033523-1.1","EOL","E�lica","Ventos de S�o Janu�rio 06","BA","Sistema Interligado Nacional","5","4200","4200","4200","ACR","2023-12-17","2020-11-10","31722020","2024-01-01","2021-04-29","11982021","2021","True"
"2026-03-20","33523","EOL.CV.BA.033523-1.1","EOL","E�lica","Ventos de S�o Janu�rio 06","BA","Sistema Interligado Nacional","6","4200","4200","4200","ACR","2023-12-17","2020-11-10","31722020","2024-01-01","2020-12-16","35432020","2020","True"
"2026-03-20","33523","EOL.CV.BA.033523-1.1","EOL","E�lica","Ventos de S�o Janu�rio 06","BA","Sistema Interligado Nacional","7","4200","4200","4200","ACR","2023-12-17","2020-11-10","31722020","2024-01-01","2021-05-15","13662021","2021","True"
"2026-03-20","33523","EOL.CV.BA.033523-1.1","EOL","E�lica","Ventos de S�o Janu�rio 06","BA","Sistema Interligado Nacional","8","4200","4200","4200","ACR","2023-12-17","2020-11-10","31722020","2024-01-01","2021-04-29","11982021","2021","True"
"2026-03-20","33523","EOL.CV.BA.033523-1.1","EOL","E�lica","Ventos de S�o Janu�rio 06","BA","Sistema Interligado Nacional","9","4200","4200","4200","ACR","2023-12-17","2020-11-10","31722020","2024-01-01","2021-04-27","11582021","2021","True"
"2026-03-20","33529","EOL.CV.BA.033529-0.1","EOL","E�lica","Ventos de S�o Janu�rio 10","BA","Sistema Interligado Nacional","1","4200","4200","4200","ACR","2023-11-17","2021-02-03","2762021","2024-01-01","2021-02-19","4382021","2021","True"
"2026-03-20","33529","EOL.CV.BA.033529-0.1","EOL","E�lica","Ventos de S�o Janu�rio 10","BA","Sistema Interligado Nacional","10","4200","4200","4200","ACR","2023-12-17","2021-03-12","6712021","2024-01-01","2021-04-30","12162021","2021","True"
